Data,Time,Date
"Channel2:29",18:14:38.3100,26/2/2022
"Channel1:25",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:25",18:14:38.3117,26/2/2022
"Channel2:29",18:14:38.3117,26/2/2022
"Channel1:25",18:14:38.3117,26/2/2022
"Channel2:27",18:14:38.3117,26/2/2022
"Channel1:26",18:14:38.3117,26/2/2022
"Channel2:26",18:14:38.3117,26/2/2022
"Channel1:27",18:14:38.3117,26/2/2022
"Channel2:27",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:29",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:29",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:30",18:14:38.3117,26/2/2022
"Channel1:22",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:27",18:14:38.3117,26/2/2022
"Channel2:26",18:14:38.3117,26/2/2022
"Channel1:25",18:14:38.3117,26/2/2022
"Channel2:26",18:14:38.3117,26/2/2022
"Channel1:26",18:14:38.3117,26/2/2022
"Channel2:27",18:14:38.3117,26/2/2022
"Channel1:27",18:14:38.3117,26/2/2022
"Channel2:26",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:27",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:29",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:25",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:26",18:14:38.3117,26/2/2022
"Channel2:27",18:14:38.3117,26/2/2022
"Channel1:24",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:27",18:14:38.3117,26/2/2022
"Channel2:26",18:14:38.3117,26/2/2022
"Channel1:23",18:14:38.3117,26/2/2022
"Channel2:26",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:26",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:25",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:1018",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:1018",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:30",18:14:38.3117,26/2/2022
"Channel1:27",18:14:38.3117,26/2/2022
"Channel2:27",18:14:38.3117,26/2/2022
"Channel1:28",18:14:38.3117,26/2/2022
"Channel2:26",18:14:38.3117,26/2/2022
"Channel1:27",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:24",18:14:38.3117,26/2/2022
"Channel2:27",18:14:38.3117,26/2/2022
"Channel1:24",18:14:38.3117,26/2/2022
"Channel2:25",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:30",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:28",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:31",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3117,26/2/2022
"Channel2:29",18:14:38.3117,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:28",18:14:38.3133,26/2/2022
"Channel1:27",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:24",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:26",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:24",18:14:38.3133,26/2/2022
"Channel2:26",18:14:38.3133,26/2/2022
"Channel1:26",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:25",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:28",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:29",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:24",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:26",18:14:38.3133,26/2/2022
"Channel1:525",18:14:38.3133,26/2/2022
"Channel2:26",18:14:38.3133,26/2/2022
"Channel1:24",18:14:38.3133,26/2/2022
"Channel2:28",18:14:38.3133,26/2/2022
"Channel1:25",18:14:38.3133,26/2/2022
"Channel2:29",18:14:38.3133,26/2/2022
"Channel1:26",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:26",18:14:38.3133,26/2/2022
"Channel2:26",18:14:38.3133,26/2/2022
"Channel1:23",18:14:38.3133,26/2/2022
"Channel2:26",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:32",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:28",18:14:38.3133,26/2/2022
"Channel1:26",18:14:38.3133,26/2/2022
"Channel2:29",18:14:38.3133,26/2/2022
"Channel1:25",18:14:38.3133,26/2/2022
"Channel2:25",18:14:38.3133,26/2/2022
"Channel1:26",18:14:38.3133,26/2/2022
"Channel2:26",18:14:38.3133,26/2/2022
"Channel1:25",18:14:38.3133,26/2/2022
"Channel2:26",18:14:38.3133,26/2/2022
"Channel1:24",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:30",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:28",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:29",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:1023",18:14:38.3133,26/2/2022
"Channel2:29",18:14:38.3133,26/2/2022
"Channel1:25",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:25",18:14:38.3133,26/2/2022
"Channel2:27",18:14:38.3133,26/2/2022
"Channel1:25",18:14:38.3133,26/2/2022
"Channel2:25",18:14:38.3133,26/2/2022
"Channel1:24",18:14:38.3133,26/2/2022
"Channel2:24",18:14:38.3133,26/2/2022
"Channel1:25",18:14:38.3150,26/2/2022
"Channel2:29",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:28",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:27",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:29",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:28",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:30",18:14:38.3150,26/2/2022
"Channel1:25",18:14:38.3150,26/2/2022
"Channel2:29",18:14:38.3150,26/2/2022
"Channel1:24",18:14:38.3150,26/2/2022
"Channel2:29",18:14:38.3150,26/2/2022
"Channel1:24",18:14:38.3150,26/2/2022
"Channel2:26",18:14:38.3150,26/2/2022
"Channel1:24",18:14:38.3150,26/2/2022
"Channel2:25",18:14:38.3150,26/2/2022
"Channel1:25",18:14:38.3150,26/2/2022
"Channel2:28",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:27",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:27",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:27",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:29",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:27",18:14:38.3150,26/2/2022
"Channel1:25",18:14:38.3150,26/2/2022
"Channel2:26",18:14:38.3150,26/2/2022
"Channel1:28",18:14:38.3150,26/2/2022
"Channel2:26",18:14:38.3150,26/2/2022
"Channel1:24",18:14:38.3150,26/2/2022
"Channel2:29",18:14:38.3150,26/2/2022
"Channel1:23",18:14:38.3150,26/2/2022
"Channel2:25",18:14:38.3150,26/2/2022
"Channel1:24",18:14:38.3150,26/2/2022
"Channel2:26",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:27",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:27",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:26",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:26",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:26",18:14:38.3150,26/2/2022
"Channel1:28",18:14:38.3150,26/2/2022
"Channel2:24",18:14:38.3150,26/2/2022
"Channel1:25",18:14:38.3150,26/2/2022
"Channel2:25",18:14:38.3150,26/2/2022
"Channel1:23",18:14:38.3150,26/2/2022
"Channel2:27",18:14:38.3150,26/2/2022
"Channel1:23",18:14:38.3150,26/2/2022
"Channel2:26",18:14:38.3150,26/2/2022
"Channel1:24",18:14:38.3150,26/2/2022
"Channel2:28",18:14:38.3150,26/2/2022
"Channel1:773",18:14:38.3150,26/2/2022
"Channel2:29",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:26",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:29",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:29",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:28",18:14:38.3150,26/2/2022
"Channel1:1023",18:14:38.3150,26/2/2022
"Channel2:27",18:14:38.3150,26/2/2022
"Channel1:28",18:14:38.3150,26/2/2022
"Channel2:27",18:14:38.3150,26/2/2022
"Channel1:26",18:14:38.3150,26/2/2022
"Channel2:26",18:14:38.3150,26/2/2022
"Channel1:26",18:14:38.3167,26/2/2022
"Channel2:27",18:14:38.3167,26/2/2022
"Channel1:24",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:26",18:14:38.3167,26/2/2022
"Channel2:26",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:30",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:29",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:29",18:14:38.3167,26/2/2022
"Channel1:25",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:28",18:14:38.3167,26/2/2022
"Channel2:26",18:14:38.3167,26/2/2022
"Channel1:26",18:14:38.3167,26/2/2022
"Channel2:26",18:14:38.3167,26/2/2022
"Channel1:27",18:14:38.3167,26/2/2022
"Channel2:24",18:14:38.3167,26/2/2022
"Channel1:26",18:14:38.3167,26/2/2022
"Channel2:29",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:29",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:27",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:27",18:14:38.3167,26/2/2022
"Channel1:24",18:14:38.3167,26/2/2022
"Channel2:27",18:14:38.3167,26/2/2022
"Channel1:23",18:14:38.3167,26/2/2022
"Channel2:30",18:14:38.3167,26/2/2022
"Channel1:26",18:14:38.3167,26/2/2022
"Channel2:25",18:14:38.3167,26/2/2022
"Channel1:23",18:14:38.3167,26/2/2022
"Channel2:26",18:14:38.3167,26/2/2022
"Channel1:26",18:14:38.3167,26/2/2022
"Channel2:27",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:25",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:24",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:25",18:14:38.3167,26/2/2022
"Channel2:27",18:14:38.3167,26/2/2022
"Channel1:24",18:14:38.3167,26/2/2022
"Channel2:24",18:14:38.3167,26/2/2022
"Channel1:25",18:14:38.3167,26/2/2022
"Channel2:27",18:14:38.3167,26/2/2022
"Channel1:26",18:14:38.3167,26/2/2022
"Channel2:26",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:26",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:29",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:1023",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:27",18:14:38.3167,26/2/2022
"Channel2:28",18:14:38.3167,26/2/2022
"Channel1:24",18:14:38.3167,26/2/2022
"Channel2:26",18:14:38.3167,26/2/2022
"Channel1:25",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:24",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:26",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:26",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:30",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:26",18:14:38.3183,26/2/2022
"Channel1:27",18:14:38.3183,26/2/2022
"Channel2:29",18:14:38.3183,26/2/2022
"Channel1:25",18:14:38.3183,26/2/2022
"Channel2:26",18:14:38.3183,26/2/2022
"Channel1:27",18:14:38.3183,26/2/2022
"Channel2:29",18:14:38.3183,26/2/2022
"Channel1:26",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:24",18:14:38.3183,26/2/2022
"Channel2:26",18:14:38.3183,26/2/2022
"Channel1:23",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:28",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:30",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:29",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:30",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:26",18:14:38.3183,26/2/2022
"Channel2:28",18:14:38.3183,26/2/2022
"Channel1:25",18:14:38.3183,26/2/2022
"Channel2:25",18:14:38.3183,26/2/2022
"Channel1:24",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:25",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:26",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:29",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:29",18:14:38.3183,26/2/2022
"Channel1:25",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:24",18:14:38.3183,26/2/2022
"Channel2:26",18:14:38.3183,26/2/2022
"Channel1:24",18:14:38.3183,26/2/2022
"Channel2:28",18:14:38.3183,26/2/2022
"Channel1:23",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:24",18:14:38.3183,26/2/2022
"Channel2:27",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:28",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3183,26/2/2022
"Channel2:26",18:14:38.3183,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:28",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:29",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:28",18:14:38.3199,26/2/2022
"Channel1:26",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:24",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:26",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:23",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:24",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:29",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:31",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:28",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:28",18:14:38.3199,26/2/2022
"Channel1:24",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:26",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:26",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:25",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:25",18:14:38.3199,26/2/2022
"Channel2:29",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:33",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:29",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:26",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:22",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:23",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:24",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:24",18:14:38.3199,26/2/2022
"Channel2:24",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:28",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:28",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3199,26/2/2022
"Channel2:26",18:14:38.3199,26/2/2022
"Channel1:25",18:14:38.3199,26/2/2022
"Channel2:28",18:14:38.3199,26/2/2022
"Channel1:26",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:25",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:25",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:24",18:14:38.3199,26/2/2022
"Channel2:27",18:14:38.3199,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:28",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:28",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:27",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:29",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:27",18:14:38.3216,26/2/2022
"Channel1:26",18:14:38.3216,26/2/2022
"Channel2:27",18:14:38.3216,26/2/2022
"Channel1:25",18:14:38.3216,26/2/2022
"Channel2:28",18:14:38.3216,26/2/2022
"Channel1:23",18:14:38.3216,26/2/2022
"Channel2:27",18:14:38.3216,26/2/2022
"Channel1:24",18:14:38.3216,26/2/2022
"Channel2:26",18:14:38.3216,26/2/2022
"Channel1:25",18:14:38.3216,26/2/2022
"Channel2:25",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:27",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:30",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:27",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:26",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:27",18:14:38.3216,26/2/2022
"Channel1:28",18:14:38.3216,26/2/2022
"Channel2:24",18:14:38.3216,26/2/2022
"Channel1:25",18:14:38.3216,26/2/2022
"Channel2:24",18:14:38.3216,26/2/2022
"Channel1:25",18:14:38.3216,26/2/2022
"Channel2:25",18:14:38.3216,26/2/2022
"Channel1:24",18:14:38.3216,26/2/2022
"Channel2:27",18:14:38.3216,26/2/2022
"Channel1:24",18:14:38.3216,26/2/2022
"Channel2:26",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:26",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:26",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:28",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:28",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:28",18:14:38.3216,26/2/2022
"Channel1:28",18:14:38.3216,26/2/2022
"Channel2:29",18:14:38.3216,26/2/2022
"Channel1:27",18:14:38.3216,26/2/2022
"Channel2:26",18:14:38.3216,26/2/2022
"Channel1:25",18:14:38.3216,26/2/2022
"Channel2:1016",18:14:38.3216,26/2/2022
"Channel1:25",18:14:38.3216,26/2/2022
"Channel2:1018",18:14:38.3216,26/2/2022
"Channel1:27",18:14:38.3216,26/2/2022
"Channel2:1017",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:29",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:29",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:25",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:29",18:14:38.3216,26/2/2022
"Channel1:1023",18:14:38.3216,26/2/2022
"Channel2:30",18:14:38.3216,26/2/2022
"Channel1:26",18:14:38.3216,26/2/2022
"Channel2:28",18:14:38.3216,26/2/2022
"Channel1:25",18:14:38.3216,26/2/2022
"Channel2:29",18:14:38.3216,26/2/2022
"Channel1:25",18:14:38.3216,26/2/2022
"Channel2:26",18:14:38.3216,26/2/2022
"Channel1:24",18:14:38.3233,26/2/2022
"Channel2:28",18:14:38.3233,26/2/2022
"Channel1:24",18:14:38.3233,26/2/2022
"Channel2:25",18:14:38.3233,26/2/2022
"Channel1:1023",18:14:38.3233,26/2/2022
"Channel2:29",18:14:38.3233,26/2/2022
"Channel1:1023",18:14:38.3233,26/2/2022
"Channel2:28",18:14:38.3233,26/2/2022
"Channel1:1023",18:14:38.3233,26/2/2022
"Channel2:30",18:14:38.3233,26/2/2022
"Channel1:1023",18:14:38.3233,26/2/2022
"Channel2:29",18:14:38.3233,26/2/2022
"Channel1:1023",18:14:38.3233,26/2/2022
"Channel2:29",18:14:38.3233,26/2/2022
"Channel1:28",18:14:38.3233,26/2/2022
"Channel2:27",18:14:38.3233,26/2/2022
"Channel1:26",18:14:38.3233,26/2/2022
"Channel2:28",18:14:38.3233,26/2/2022
"Channel1:24",18:14:38.3233,26/2/2022
"Channel2:27",18:14:38.3233,26/2/2022
"Channel1:25",18:14:38.3233,26/2/2022
"Channel2:27",18:14:38.3233,26/2/2022
"Channel1:24",18:14:38.3233,26/2/2022
"Channel2:30",18:14:38.3233,26/2/2022
"Channel1:24",18:14:38.3233,26/2/2022
"Channel2:25",18:14:38.3233,26/2/2022
"Channel1:1023",18:14:38.3233,26/2/2022
"Channel2:26",18:14:38.3233,26/2/2022
"Channel1:1023",18:14:38.3233,26/2/2022
"Channel2:28",18:14:38.3233,26/2/2022
"Channel1:1023",18:14:38.3233,26/2/2022
"Channel2:28",18:14:38.3233,26/2/2022
"Channel1:1023",18:14:38.3233,26/2/2022
"Channel2:28",18:14:38.3233,26/2/2022
"Channel1:1023",18:14:38.3233,26/2/2022
"Channel2:27",18:14:38.3233,26/2/2022
"Channel1:25",18:14:38.3233,26/2/2022
"Channel2:26",18:14:38.3233,26/2/2022
"Channel1:23",18:14:38.3233,26/2/2022
"Channel2:27",18:14:38.3233,26/2/2022
"Channel1:26",18:14:38.3233,26/2/2022
